"","date","deaths"
"1",2020-04-16,1
"2",2020-04-17,0
"3",2020-04-18,2
"4",2020-04-19,0
"5",2020-04-20,2
"6",2020-04-21,0
"7",2020-04-22,1
"8",2020-04-23,0
"9",2020-04-24,0
"10",2020-04-25,0
"11",2020-04-26,1
"12",2020-04-27,0
"13",2020-04-28,0
